firm_id,fyear,tic,merge_status,matched,sp500_member,sector,knowledge_sector,comp_pi,orb_pi,comp_revt,orb_revt,comp_txfed,comp_txfo,comp_txc,comp_txt,etr_current,etr_federal,etr_foreign,etr_total,post2022,post_tcja,knowledge_post2022,knowledge_post_tcja,costat,curcd,datafmt,indfmt,consol,cik,state,comp_gdwl,comp_intan,intano,tlcf,txdb,txdba,txdbca,txdbcl,txditc,txndb,txndba,txndbl,txndbr,txp,txr,comp_gp,comp_pidom,comp_pifo,comp_txdfed,comp_txdfo,comp_txdi,txds,txo,txs,utxfed,tdc,txach,txdc,comp_txpd,acqgdwl,acqintan,comp_emp,nace4_prim,sic,sic_name,orb_ni,orb_cf,orb_at,orb_profmarg,orb_mktcap,orb_name2,orb_intan,orb_cash,orb_rd,orb_emp,orb_tax,orb_taxrate,nace4_sec,nace_4d,nace_2d,CPI,big_sectors,tech,pharma,other_knowledge,commodities_retail,industry,other_services,traditional_sector,log_revenue,rev_per_emp,etr_total_pct,etr_current_pct,etr_federal_pct,etr_foreign_pct,sp500_pre,sp500_x_post
id00073,2012,CAG,Matched,1,1,Commodities / Retail,0.0,1186.3,614700000.0,15491.4,13337500000.0,184.3,24.4,237.6,400.2,0.2002866,0.15535699,0.020568151,0.3373514,0,0,0.0,0.0,A,USD,STD,INDL,C,23217.0,IL,8450.7,11872.8,3422.1,60.7,1550.0,,177.8,,1550.0,-1370.9,741.2,2112.1,0.0,0.0,0.0,4041.5,1070.5,115.8,158.4,0.3,162.6,3.9,0.0,28.9,,,124.7,,249.0,4350.5,2167.3,34.84,1039,2000.0,Food and Kindred Products,467900000.0,838800000.0,11441900000.0,4.61,10446.4,"Conagra Brands, Inc.",5206900000.0,103000000.0,86000000.0,26100.0,146800000.0,0.23881568,1031.0,1039.0,10.0,229.6,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.648041,444.6441,33.73514115810394,20.02865970134735,15.53569883108139,2.0568151026964188,1,0
id00073,2014,CAG,Matched,1,1,Commodities / Retail,0.0,-373.4,1166700000.0,15832.4,11838200000.0,301.4,29.3,359.0,234.0,,,,,0,0,0.0,0.0,A,USD,STD,INDL,C,23217.0,IL,6300.3,9330.3,3030.0,78.6,1500.0,,129.9,,1500.0,-1367.9,669.9,2037.8,0.0,0.0,0.0,3933.0,-444.5,71.1,-88.6,-5.2,-125.0,-31.2,0.0,28.3,,,-102.0,,301.3,,,32.9,1039,2000.0,Food and Kindred Products,698800000.0,1053400000.0,19319500000.0,9.86,13603.23,"Conagra Brands, Inc.",11033400000.0,141300000.0,86000000.0,32800.0,467900000.0,0.40104568,1031.0,1039.0,10.0,236.7,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.669814,481.22797,,,,,1,0
id00073,2024,CAG,Matched,1,1,Commodities / Retail,0.0,1156.2,610200000.0,11612.8,12050900000.0,171.7,28.0,227.8,3.7,0.19702475,0.14850372,0.024217265,0.0032001385,1,1,0.0,0.0,A,USD,STD,INDL,C,23217.0,IL,10501.9,12923.0,2421.1,59.8,810.3,13.1,0.0,0.0,810.3,-797.2,482.8,1280.0,0.0,0.0,0.0,3376.0,1047.1,109.1,-207.5,-1.9,-224.1,-14.7,0.0,28.1,,,-224.0,,227.8,176.3,61.3,18.3,1039,2000.0,Food and Kindred Products,347200000.0,1704800000.0,20862300000.0,5.06,14284.51,"Conagra Brands, Inc.",13291100000.0,77700000.0,61400000.0,18500.0,263000000.0,0.43100622,1031.0,1039.0,10.0,314.4,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.359863,634.5792,0.32001384533941746,19.702474772930145,14.850372076034546,2.4217264726758003,1,1
id00073,2023,CAG,Matched,1,1,Commodities / Retail,0.0,610.2,901900000.0,12050.9,12277000000.0,281.2,28.3,355.6,262.5,0.58275974,0.46083254,0.046378236,0.4301868,1,1,0.0,0.0,A,USD,STD,INDL,C,23217.0,IL,10582.7,13291.1,2708.4,74.1,,,0.0,0.0,,-1012.6,276.9,1289.5,0.0,0.0,0.0,3752.8,538.4,71.8,-66.7,-8.8,-93.1,-17.6,0.0,46.1,,,-81.1,,343.3,,,18.5,1039,2000.0,Food and Kindred Products,683600000.0,1784400000.0,22052600000.0,7.35,16629.74,"Conagra Brands, Inc.",14384100000.0,93900000.0,57700000.0,18600.0,218300000.0,0.24204457,1031.0,1039.0,10.0,304.7,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.396894,651.4,43.018680810928345,58.27597379684448,46.083253622055054,4.63782362639904,1,1
id00073,2022,CAG,Matched,1,1,Commodities / Retail,0.0,901.9,1033400000.0,12277.0,11535900000.0,304.6,25.7,372.8,218.7,0.41334957,0.33773145,0.0284954,0.24248807,1,1,0.0,0.0,A,USD,STD,INDL,C,23217.0,IL,11178.2,14384.1,3205.9,81.0,,,0.0,0.0,,-1106.6,263.3,1369.9,0.0,0.0,0.0,3660.0,803.9,98.0,-135.8,-3.9,-154.1,-14.4,0.0,42.5,,,-188.5,,407.1,,,18.6,1039,2000.0,Food and Kindred Products,888200000.0,1542700000.0,22435100000.0,8.96,15783.1,"Conagra Brands, Inc.",15182300000.0,83300000.0,53400000.0,18000.0,145200000.0,0.14050706,1031.0,1039.0,10.0,292.7,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.4154825,660.0538,24.24880713224411,41.334956884384155,33.77314507961273,2.849539928138256,1,1
id00073,2021,CAG,Matched,1,1,Commodities / Retail,0.0,1178.7,1410300000.0,11535.9,11184700000.0,186.6,18.4,253.2,290.5,0.21481293,0.15831001,0.015610418,0.24645798,0,1,0.0,0.0,A,USD,STD,INDL,C,23217.0,IL,11329.2,15182.3,3853.1,102.2,,,0.0,0.0,,-1272.3,242.5,1514.8,0.0,0.0,0.0,3245.1,1106.0,72.7,34.7,-1.3,37.3,3.9,0.0,48.2,,,-8.7,,299.1,,,18.0,1039,2000.0,Food and Kindred Products,1298800000.0,1777400000.0,22195600000.0,12.61,18285.97,"Conagra Brands, Inc.",15531100000.0,79200000.0,51300000.0,18600.0,111500000.0,0.079061195,1031.0,1039.0,10.0,271.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.353219,640.88336,24.645797908306122,21.481293439865112,15.831001102924347,1.5610418282449245,1,1
id00073,2020,CAG,Matched,1,1,Commodities / Retail,0.0,1494.7,969900000.0,11184.7,11054400000.0,232.6,15.3,279.7,193.8,0.18712787,0.15561652,0.010236168,0.12965813,0,1,0.0,0.0,A,USD,STD,INDL,C,23217.0,IL,11373.5,15531.1,4157.6,120.1,,,0.0,0.0,,-1236.2,254.9,1491.1,0.0,0.0,0.0,3604.0,1426.5,68.2,-63.5,3.7,-85.9,-26.1,0.0,31.8,,,-92.5,,286.3,,,18.6,1039,2000.0,Food and Kindred Products,840100000.0,1453500000.0,22304000000.0,8.77,16945.39,"Conagra Brands, Inc.",15752000000.0,553300000.0,56400000.0,16500.0,129800000.0,0.13382822,1031.0,1039.0,10.0,258.8,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.322302,601.32794,12.965813279151917,18.712787330150604,15.561652183532715,1.0236168280243874,1,1
id00073,2019,CAG,Matched,1,1,Commodities / Retail,0.0,1043.1,823300000.0,11054.4,9538400000.0,188.2,9.5,223.2,201.3,0.21397758,0.18042374,0.009107469,0.19298247,0,1,0.0,0.0,A,USD,STD,INDL,C,23217.0,IL,11436.3,15752.0,4315.7,153.8,,,0.0,0.0,,-1296.7,349.1,1645.8,0.0,0.0,0.0,3491.7,978.3,64.8,37.6,2.8,-21.9,-62.3,0.0,25.5,,,23.1,,178.0,,,16.5,1039,2000.0,Food and Kindred Products,678300000.0,1100900000.0,22213800000.0,8.63,13007.94,"Conagra Brands, Inc.",16161000000.0,236600000.0,56100000.0,18000.0,145000000.0,0.17612049,1031.0,1039.0,10.0,255.7,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.310584,669.9637,19.29824650287628,21.397757530212402,18.042373657226562,0.9107468649744987,1,1
id00073,2018,CAG,Matched,1,1,Commodities / Retail,0.0,899.1,874800000.0,9538.4,7938300000.0,125.4,21.6,169.6,218.8,0.18863308,0.13947281,0.024024025,0.24335447,0,1,0.0,0.0,A,USD,STD,INDL,C,23217.0,IL,11499.6,16161.0,4661.4,176.3,,,0.0,0.0,,-1312.1,325.0,1637.1,0.0,0.0,0.0,3048.7,826.6,72.5,40.1,-9.9,49.2,19.0,0.0,22.6,,,83.7,,133.8,7015.9,3519.5,18.0,1039,2000.0,Food and Kindred Products,808400000.0,1070200000.0,10389500000.0,11.02,14583.84,"Conagra Brands, Inc.",5770200000.0,128000000.0,47300000.0,12400.0,66400000.0,0.075903066,1031.0,1039.0,10.0,251.1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.163081,529.91113,24.3354469537735,18.863308429718018,13.947281241416931,2.4024024605751038,1,1
id00073,2017,CAG,Matched,1,1,Commodities / Retail,0.0,972.1,729500000.0,7938.3,7826900000.0,153.1,32.5,203.4,174.6,0.20923772,0.1574941,0.033432774,0.17961116,0,0,0.0,0.0,A,USD,STD,INDL,C,23217.0,IL,4502.5,5787.0,1284.5,46.9,,,0.0,0.0,,-464.8,254.3,719.1,0.0,0.0,0.0,2614.9,902.5,69.6,-43.7,-2.5,-28.8,17.4,0.0,17.8,,,10.5,,164.1,213.0,100.9,12.4,1039,2000.0,Food and Kindred Products,639300000.0,1239100000.0,10096300000.0,9.32,16398.83,"Conagra Brands, Inc.",5531200000.0,251400000.0,44600000.0,12600.0,90200000.0,0.123646334,1031.0,1039.0,10.0,245.1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.979454,640.1855,17.961116135120392,20.92377245426178,15.749409794807434,3.3432774245738983,1,0
id00073,2016,CAG,Matched,1,1,Commodities / Retail,0.0,800.7,108800000.0,7826.9,8664100000.0,201.5,6.5,214.7,254.7,0.26814038,0.2516548,0.0081178965,0.31809667,0,0,0.0,0.0,A,USD,STD,INDL,C,23217.0,IL,4298.3,5531.2,1232.9,36.2,,,0.0,0.0,,-447.8,636.3,1084.1,0.0,0.0,0.0,2627.8,883.5,-82.8,62.1,-16.8,40.0,-5.3,0.0,6.7,,,52.3,,213.0,,,12.6,1039,2000.0,Food and Kindred Products,-677000000.0,-348400000.0,13390600000.0,1.26,19944.16,"Conagra Brands, Inc.",5633400000.0,798100000.0,59600000.0,20900.0,785800000.0,7.2224264,1031.0,1039.0,10.0,240.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.965322,621.1825,31.809666752815247,26.814037561416626,25.165480375289917,0.8117896504700184,1,0
id00073,2015,CAG,Matched,1,1,Commodities / Retail,0.0,721.4,584600000.0,11642.9,9034000000.0,338.2,20.5,398.1,225.4,0.55184364,0.46881065,0.028416965,0.312448,0,0,0.0,0.0,A,USD,STD,INDL,C,23217.0,IL,4533.8,5810.6,1276.8,100.3,,,0.0,0.0,,-457.0,920.2,1377.2,0.0,0.0,0.0,3514.1,629.1,92.3,-139.7,5.1,-172.7,-38.1,0.0,39.4,,,-290.6,,442.6,,,20.9,1039,2000.0,Food and Kindred Products,-252600000.0,32000000.0,17437800000.0,6.47,16488.49,"Conagra Brands, Inc.",5817100000.0,164700000.0,63100000.0,32900.0,837200000.0,1.4320903,1031.0,1039.0,10.0,237.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.362452,557.0766,31.244799494743347,55.184364318847656,46.881064772605896,2.8416965156793594,1,0
id00073,2013,CAG,Matched,1,1,Commodities / Retail,0.0,609.2,1022800000.0,17702.6,13469300000.0,376.1,25.8,440.7,298.2,0.72340775,0.617367,0.04235062,0.48949444,0,0,0.0,0.0,A,USD,STD,INDL,C,23217.0,IL,7836.5,11042.3,3205.8,96.7,1440.0,,109.2,,1440.0,-1328.1,634.3,1962.4,0.0,0.0,0.0,4326.8,475.3,133.9,-75.4,-10.6,-142.5,-56.5,0.0,38.8,,,23.3,,253.6,,,32.8,1039,2000.0,Food and Kindred Products,773900000.0,1192500000.0,20405300000.0,7.59,13671.02,"Conagra Brands, Inc.",11830300000.0,183900000.0,91100000.0,,248900000.0,0.24335158,1031.0,1039.0,10.0,233.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.7814665,539.71344,48.94944429397583,72.34077453613281,61.73670291900635,4.235062003135681,1,0
id00074,2000,ED,Matched,1,1,Other Services,0.0,903.596,914218000.0,9431.391,9317224000.0,97.271,,126.212,307.168,0.13967746,0.107648775,,0.33993953,0,0,0.0,0.0,A,USD,STD,INDL,C,1047862.0,NY,,488.702,,,2302.764,,,,2434.193,,,,,64.345,,1920.333,,,,,180.956,,0.0,28.941,103.67,177.736,,177.736,136.573,,,14.463,3513,4931.0,Electric & Other Services Combined,582835000.0,1169242000.0,16767245000.0,9.81,,"Consolidated Edison, Inc.",488702000.0,94828000.0,14100000.0,14463.0,331383000.0,0.362477,3511.0,3513.0,35.0,172.2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.151799,652.10474,33.993953466415405,13.967746496200562,10.764877498149872,,1,0
id00074,2001,ED,Matched,1,1,Other Services,0.0,1138.466,1160367000.0,9633.962,9388799000.0,367.723,,437.002,442.631,0.38385165,0.32299867,,0.388796,0,0,0.0,0.0,A,USD,STD,INDL,C,1047862.0,NY,,529.33,,,2235.295,,,,2353.645,,,,,146.657,,2118.261,,,,,5.629,,0.0,69.279,380.509,5.629,,5.629,217.175,,,13.953,3513,4931.0,Electric & Other Services Combined,682242000.0,1208363000.0,17034455000.0,12.36,,"Consolidated Edison, Inc.",525727000.0,271348000.0,14000000.0,13953.0,478125000.0,0.41204634,3511.0,3513.0,35.0,177.1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.17305,690.4581,38.879600167274475,38.385164737701416,32.299867272377014,,1,0
id00074,2002,ED,Matched,1,1,Other Services,0.0,1056.947,1111000000.0,8481.86,8498000000.0,78.084,,75.208,376.392,0.07115588,0.07387693,,0.35611245,0,0,0.0,0.0,A,USD,STD,INDL,C,1047862.0,NY,,487.825,,,2575.646,,,,2687.406,,,,,100.436,,1952.762,,,,,301.184,,0.0,-2.876,93.469,301.183,-45.306,301.183,225.933,,,14.293,3513,4931.0,Electric & Other Services Combined,646000000.0,1141000000.0,19667000000.0,13.07,9977.06,"Consolidated Edison, Inc.",488000000.0,118000000.0,11000.0,14293.0,465000000.0,0.41854185,3511.0,3513.0,35.0,179.9,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.045685,593.42755,35.61124503612518,7.115588337182999,7.387693226337433,,1,0
id00074,2003,ED,Matched,1,1,Other Services,0.0,851.0,1044000000.0,9827.0,9808000000.0,-120.0,,-110.0,315.0,0.0,0.0,,0.37015277,0,0,0.0,0.0,A,USD,STD,INDL,C,1047862.0,NY,,517.0,,,3067.0,,,,3172.0,,,,,69.0,,1947.0,,,,,425.0,,0.0,10.0,-107.0,418.0,-32.0,418.0,90.0,,,14.079,3513,4931.0,Electric & Other Services Combined,528000000.0,1075000000.0,20966000000.0,10.64,10021.33,"Consolidated Edison, Inc.",517000000.0,49000000.0,11000000.0,12648.0,516000000.0,0.49425286,3511.0,3513.0,35.0,184.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.192889,697.98987,37.01527714729309,0.0,0.0,,1,0
id00074,2004,ED,Matched,1,1,Other Services,0.0,832.0,856000000.0,9882.0,9730000000.0,-122.0,,-90.0,272.0,0.0,0.0,,0.32692307,0,0,0.0,0.0,A,USD,STD,INDL,C,1047862.0,NY,,506.0,,,3627.0,,,,3726.0,-3627.0,,3627.0,0.0,36.0,,1898.0,,,,,362.0,,0.0,32.0,-102.0,368.0,-33.0,362.0,103.0,,,14.096,3513,4931.0,Electric & Other Services Combined,537000000.0,1088000000.0,22560000000.0,8.8,10193.75,"Consolidated Edison, Inc.",506000000.0,26000000.0,11000000.0,14096.0,319000000.0,0.37266356,3511.0,3513.0,35.0,188.9,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.19847,701.05,32.692307233810425,0.0,0.0,,1,0
id00074,2005,ED,Matched,1,1,Other Services,0.0,1084.0,1104000000.0,11690.0,11343000000.0,358.0,,422.0,341.0,0.3892989,0.3302583,,0.31457564,0,0,0.0,0.0,A,USD,STD,INDL,C,1047862.0,NY,,496.0,,,3644.0,,,,3735.0,-3553.0,,3553.0,0.0,94.0,,2106.0,,,,,-81.0,,0.0,64.0,387.0,-79.0,58.0,-79.0,283.0,,,14.537,3513,4931.0,Electric & Other Services Combined,719000000.0,1277000000.0,24848000000.0,9.73,10794.89,"Consolidated Edison, Inc.",496000000.0,81000000.0,14000000.0,14537.0,385000000.0,0.34873188,3511.0,3513.0,35.0,195.3,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.366489,804.1549,31.45756423473358,38.92988860607147,33.0258309841156,,1,0
id00074,2006,ED,Matched,1,1,Other Services,0.0,1139.0,1140000000.0,12137.0,11962000000.0,47.0,,52.0,390.0,0.04565408,0.041264266,,0.34240562,0,0,0.0,0.0,A,USD,STD,INDL,C,1047862.0,NY,,486.0,,,4010.0,,,,4095.0,-4010.0,1293.0,5303.0,0.0,36.0,,2288.0,,,,,338.0,,0.0,5.0,67.0,338.0,-58.0,338.0,67.0,,,14.795,3513,4931.0,Electric & Other Services Combined,737000000.0,1332000000.0,26698000000.0,9.53,11200.31,"Consolidated Edison, Inc.",486000000.0,94000000.0,14000000.0,14795.0,403000000.0,0.35350877,3511.0,3513.0,35.0,201.6,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.404014,820.3447,34.240561723709106,4.565408080816269,4.126426577568054,,1,0
id00074,2007,ED,Matched,1,1,Other Services,0.0,1373.0,1373000000.0,13120.0,13120000000.0,71.0,,101.0,437.0,0.07356154,0.05171158,,0.31828114,0,0,0.0,0.0,A,USD,STD,INDL,C,1047862.0,NY,,410.0,,,4386.0,0.0,0.0,0.0,4465.0,-4386.0,1234.0,5620.0,0.0,26.0,,2515.0,,,,,336.0,,0.0,30.0,72.0,335.0,-3.0,335.0,234.0,,,15.214,3513,4931.0,Electric & Other Services Combined,929000000.0,1574000000.0,28262000000.0,10.47,13263.55,"Consolidated Edison, Inc.",410000000.0,210000000.0,20000000.0,15214.0,444000000.0,0.32337946,3511.0,3513.0,35.0,207.3,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.481893,862.36365,31.82811439037323,7.356154173612595,5.171158164739609,,1,0
id00074,2008,ED,Matched,1,1,Other Services,0.0,1457.0,1457000000.0,13583.0,13583000000.0,2.0,,54.0,524.0,0.03706246,0.0013726836,,0.3596431,0,0,0.0,0.0,A,USD,STD,INDL,C,1047862.0,NY,,416.0,,,4927.0,0.0,0.0,0.0,4999.0,-4927.0,2669.0,7596.0,0.0,57.0,,2376.0,,,,,470.0,,0.0,52.0,-3.0,470.0,31.0,470.0,394.0,,,15.628,3513,4931.0,Electric & Other Services Combined,1196000000.0,1913000000.0,33498000000.0,10.73,10652.4,"Consolidated Edison, Inc.",416000000.0,74000000.0,29000000.0,15328.0,261000000.0,0.1791352,3511.0,3513.0,35.0,215.3,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.516574,869.1451,35.96431016921997,3.706245869398117,0.1372683560475707,,1,0
id00074,2009,ED,Matched,1,1,Other Services,0.0,1319.0,1319000000.0,13032.0,13032000000.0,13.0,,4.0,440.0,0.0030326005,0.009855951,,0.33358604,0,0,0.0,0.0,A,USD,STD,INDL,C,1047862.0,NY,,420.0,,,5531.0,0.0,0.0,0.0,5597.0,-5531.0,2109.0,7640.0,0.0,51.0,,2690.0,,,,,436.0,,0.0,-9.0,17.0,436.0,-6.0,436.0,12.0,,,15.541,3513,4931.0,Electric & Other Services Combined,868000000.0,1659000000.0,33844000000.0,10.12,12515.6,"Consolidated Edison, Inc.",420000000.0,260000000.0,27000000.0,15541.0,451000000.0,0.3419257,3511.0,3513.0,35.0,214.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.475163,838.556,33.358603715896606,0.30326005071401596,0.9855951182544231,,1,0
id00074,2010,ED,Matched,1,1,Other Services,0.0,1551.0,1551000000.0,13325.0,13325000000.0,-144.0,,-121.0,548.0,0.0,0.0,,0.35332045,0,0,0.0,0.0,A,USD,STD,INDL,C,1047862.0,NY,,432.0,,,6541.0,0.0,0.0,0.0,6602.0,-6541.0,2025.0,8566.0,0.0,90.0,,2960.0,,,,,669.0,,0.0,23.0,-144.0,659.0,38.0,659.0,-25.0,,,15.18,3513,4931.0,Electric & Other Services Combined,992000000.0,1832000000.0,36348000000.0,11.64,14401.87,"Consolidated Edison, Inc.",432000000.0,338000000.0,23000000.0,15180.0,559000000.0,0.36041263,3511.0,3513.0,35.0,218.1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.497397,877.79974,35.3320449590683,0.0,0.0,,1,0
id00074,2011,ED,Matched,1,1,Other Services,0.0,1662.0,1662000000.0,12938.0,12886000000.0,53.0,,109.0,600.0,0.06558363,0.03188929,,0.36101082,0,0,0.0,0.0,A,USD,STD,INDL,C,1047862.0,NY,,432.0,,,7508.0,,266.0,,7563.0,-7297.0,3788.0,11085.0,0.0,188.0,,3123.0,,,,,491.0,,0.0,56.0,53.0,497.0,98.0,491.0,-236.0,,,15.016,3513,4931.0,Electric & Other Services Combined,1051000000.0,1935000000.0,39214000000.0,12.9,18168.87,"Consolidated Edison, Inc.",432000000.0,648000000.0,23000000.0,15016.0,611000000.0,0.36762935,3511.0,3513.0,35.0,224.9,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.467924,861.6143,36.10108196735382,6.558363139629364,3.188928961753845,,1,0
id00074,2012,ED,Matched,1,1,Other Services,0.0,1741.0,1741000000.0,12188.0,12188000000.0,-13.0,,16.0,600.0,0.009190121,0.0,,0.34462953,0,0,0.0,0.0,A,USD,STD,INDL,C,1047862.0,NY,429.0,431.0,2.0,,8323.0,,296.0,,8372.0,-8076.0,4008.0,12084.0,0.0,162.0,,3294.0,,,,,584.0,,0.0,29.0,-13.0,590.0,-26.0,584.0,46.0,,,14.529,3513,4931.0,Electric & Other Services Combined,1138000000.0,2093000000.0,41209000000.0,14.29,16266.16,"Consolidated Edison, Inc.",431000000.0,464000000.0,21000000.0,14529.0,603000000.0,0.34635267,3511.0,3513.0,35.0,229.6,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.408207,838.87396,34.462952613830566,0.9190120734274387,0.0,,1,0
id00074,2013,ED,Matched,1,1,Other Services,0.0,1538.0,1538000000.0,12354.0,12354000000.0,285.0,,436.0,476.0,0.28348505,0.1853056,,0.30949286,0,0,0.0,0.0,A,USD,STD,INDL,C,1047862.0,NY,429.0,433.0,4.0,,8423.0,,122.0,,8466.0,-8344.0,3103.0,11447.0,0.0,476.0,,3268.0,,,,,40.0,,0.0,151.0,285.0,45.0,314.0,40.0,69.0,,,14.648,3513,4931.0,Electric & Other Services Combined,1062000000.0,2086000000.0,40647000000.0,12.45,16190.86,"Consolidated Edison, Inc.",433000000.0,1001000000.0,18000000.0,14648.0,476000000.0,0.30949286,3511.0,3513.0,35.0,233.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.421735,843.3916,30.949285626411438,28.34850549697876,18.530559539794922,,1,0
id00074,2014,ED,Matched,1,1,Other Services,0.0,1660.0,1660000000.0,12919.0,12919000000.0,-9.0,,50.0,568.0,0.030120483,0.0,,0.3421687,0,0,0.0,0.0,A,USD,STD,INDL,C,1047862.0,NY,429.0,432.0,3.0,,8950.0,,128.0,,9076.0,-8948.0,2586.0,11534.0,0.0,72.0,,3235.0,,,,,518.0,,0.0,59.0,-9.0,524.0,-404.0,518.0,633.0,,,14.601,3513,4931.0,Electric & Other Services Combined,1092000000.0,2163000000.0,44071000000.0,12.85,19333.53,"Consolidated Edison, Inc.",432000000.0,707000000.0,22000000.0,14601.0,568000000.0,0.3421687,3511.0,3513.0,35.0,236.7,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.4664545,884.8024,34.21686887741089,3.01204826682806,0.0,,1,0
id00074,2015,ED,Matched,1,1,Other Services,0.0,1798.0,1798000000.0,12554.0,12554000000.0,-86.0,,-48.0,605.0,0.0,0.0,,0.33648497,0,0,0.0,0.0,A,USD,STD,INDL,C,1047862.0,NY,429.0,431.0,2.0,,9368.0,0.0,0.0,0.0,9537.0,-9368.0,2857.0,12225.0,0.0,62.0,,3562.0,,,,,653.0,,0.0,38.0,-86.0,662.0,-10.0,653.0,-36.0,,,14.806,3513,4931.0,Electric & Other Services Combined,1193000000.0,2323000000.0,45642000000.0,14.32,18843.47,"Consolidated Edison, Inc.",431000000.0,947000000.0,23000000.0,14806.0,605000000.0,0.33648497,3511.0,3513.0,35.0,237.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.437795,847.89954,33.648496866226196,0.0,0.0,,1,0
id00074,2016,ED,Matched,1,1,Other Services,0.0,1943.0,1943000000.0,12075.0,12075000000.0,-43.0,,-85.0,698.0,0.0,0.0,,0.3592383,0,0,0.0,0.0,A,USD,STD,INDL,C,1047862.0,NY,428.0,552.0,124.0,,10034.0,0.0,0.0,0.0,10205.0,-10034.0,2650.0,12684.0,0.0,64.0,,3687.0,,,,,783.0,,0.0,-42.0,-43.0,792.0,2.0,783.0,-180.0,,,14.96,3513,4931.0,Electric & Other Services Combined,1245000000.0,2461000000.0,48255000000.0,16.09,22452.32,"Consolidated Edison, Inc.",552000000.0,776000000.0,24000000.0,14960.0,698000000.0,0.3592383,3511.0,3513.0,35.0,240.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.398892,807.1524,35.923829674720764,0.0,0.0,,1,0
id00074,2017,ED,Matched,1,1,Other Services,0.0,1997.0,1997000000.0,12033.0,12033000000.0,-11.0,,-13.0,472.0,0.0,0.0,,0.23635453,0,0,0.0,0.0,A,USD,STD,INDL,C,1047862.0,NY,428.0,559.0,131.0,,5338.0,0.0,0.0,0.0,5495.0,-5338.0,2676.0,8014.0,0.0,108.0,,3950.0,,,,,485.0,,0.0,-2.0,-11.0,494.0,44.0,485.0,-29.0,,,15.591,3513,4931.0,Electric & Other Services Combined,1525000000.0,2866000000.0,48111000000.0,16.6,26340.34,"Consolidated Edison, Inc.",559000000.0,797000000.0,24000000.0,15591.0,472000000.0,0.23635453,3511.0,3513.0,35.0,245.1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.395409,771.79144,23.63545298576355,0.0,0.0,,1,0
id00074,2018,ED,Matched,1,1,Other Services,0.0,1783.0,1783000000.0,12337.0,12337000000.0,3.0,,-7.0,401.0,0.0,0.0016825575,,0.22490185,0,1,0.0,0.0,A,USD,STD,INDL,C,1047862.0,NY,440.0,2094.0,1654.0,,5672.0,0.0,0.0,0.0,5820.0,-5672.0,2980.0,8652.0,0.0,61.0,,3971.0,,,,,408.0,,0.0,-10.0,3.0,417.0,-49.0,408.0,0.0,,,15.307,3513,4931.0,Electric & Other Services Combined,1382000000.0,2820000000.0,53920000000.0,14.45,23815.49,"Consolidated Edison, Inc.",2094000000.0,895000000.0,24000000.0,15307.0,401000000.0,0.22490185,3511.0,3513.0,35.0,251.1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.420358,805.9711,22.490185499191284,0.0,0.16825575148686767,,1,1
